Rk,Player,Ht.,From,To,Age,G,GS,Ht..1,Wt.,BMI,Pos,Team,Player-additional
14137,Amos Bullocks,6-1,1962,1966,23-27,34,8.0,6-1,202.0,26.6,HB,DALPIT,BullAm00
14138,Chuck Bullough,6-1,1993,1994,24-25,4,1.0,6-1,238.0,31.4,LB,MIA,BullCh20
14139,Kendricke Bullard,6-1,1996,1996,24,12,0.0,6-1,183.0,24.1,WR,JAX,BullKe20
14140,Melvin Bullitt,6-1,2007,2011,23-27,50,26.0,6-1,200.0,26.4,DB,IND,BullMe99
14141,John Bunting,6-1,1972,1982,22-32,132,116.0,6-1,220.0,29.0,LOLB,PHI,BuntJo20
14142,Aaron Burbridge,6-1,2016,2016,23,16,3.0,6-1,208.0,27.4,WR,SFO,BurbAa00
14143,Jerry Burch,6-1,1961,1961,22,14,4.0,6-1,195.0,25.7,WR,OAK,BurcJe00
14144,Vontaze Burfict,6-1,2012,2019,22-29,79,77.0,6-1,255.0,33.6,MLB,CINOAK,BurfVo00
14145,Fernanza Burgess,6-1,1984,1984,24,14,0.0,6-1,210.0,27.7,WR,MIANYJ,BurgFe20
14146,Glen Burgeis,6-1,1945,1945,24,3,1.0,6-1,218.0,28.8,,CHI,BurgGl20
14147,Jeff Burkett,6-1,1947,1947,26,3,0.0,6-1,190.0,25.1,,CRD,BurkJe20
14148,Mark Burke,6-1,1976,1976,22,1,0.0,6-1,175.0,23.1,DB,PHI,BurkMa20
14149,Shawn Burks,6-1,1986,1986,23,15,0.0,6-1,230.0,30.3,LB,WAS,BurkSh20
14150,Dale Burnett,6-1,1930,1939,22-31,115,64.0,6-1,187.0,24.7,WB,NYG,BurnDa20
14151,Len Burnett,6-1,1961,1961,22,4,1.0,6-1,195.0,25.7,DB,PIT,BurnLe20
14152,Morgan Burnett,6-1,2010,2019,21-30,121,112.0,6-1,210.0,27.7,SS,CLEGNBPIT,BurnMo99
14153,Tom Burnette,6-1,1938,1938,23,14,1.0,6-1,194.0,25.6,,PHIPIT,BurnTo20
14154,Clinton Burrell,6-1,1979,1984,23-28,67,35.0,6-1,192.0,25.3,DB,CLE,BurrCl20
14155,Derrick Burroughs,6-1,1985,1989,23-27,58,41.0,6-1,180.0,23.7,LCB,BUF,BurrDe20
14156,Harry Burrus,6-1,1946,1948,25-27,38,9.0,6-1,195.0,25.7,WB,BDACHRNYY,BurrHa20
14157,Jim Burroughs,6-1,1982,1984,24-26,30,26.0,6-1,190.0,25.1,LCB,BALIND,BurrJi20
14158,Jim Burt,6-1,1981,1991,22-32,118,78.0,6-1,260.0,34.3,NT,NYGSFO,BurtJi00
14159,Larry Burton,6-1,1975,1979,24-28,43,25.0,6-1,192.0,25.3,WR,NORSDG,BurtLa00
14160,Lyle Burton,6-1,1924,1925,24-25,8,6.0,6-1,195.0,25.7,,HAMRII,BurtLy20
14161,Ron Burton,6-1,1987,1990,23-26,49,20.0,6-1,250.0,33.0,LB,DALPHORAI,BurtRo20
14162,Frank Bush,6-1,1985,1986,22-23,19,14.0,6-1,218.0,28.8,LB,HOU,BushFr20
14163,Ray Busler,6-1,1940,1945,26-31,20,2.0,6-1,222.0,29.3,,CRD,BuslRa20
14164,Dexter Bussey,6-1,1974,1984,22-32,150,100.0,6-1,195.0,25.7,RB,DET,BussDe00
14165,Nate Bussey,6-1,2011,2011,22,0,0.0,6-1,228.0,30.1,LB,NOR,BussNa00
14166,Wendell Butcher,6-1,1938,1942,24-28,44,17.0,6-1,197.0,26.0,,BKN,ButcWe20
14167,Carl Butkus,6-1,1948,1949,26-27,24,8.0,6-1,245.0,32.3,,NYGNYYWAS,ButkCa20
14168,Bob Butler,6-1,1962,1963,22-23,4,0.0,6-1,230.0,30.3,G,NYJPHI,ButlBo20
14169,Donald Butler,6-1,2011,2016,23-28,85,67.0,6-1,244.0,32.2,RILB,MIASDG,ButlDo99
14170,Drew Butler,6-1,2012,2016,23-27,54,0.0,6-1,199.0,26.3,P,ARIPIT,ButlDr00
14171,Duane Butler,6-1,1997,1998,24-25,17,0.0,6-1,211.0,27.8,DB,MIN,ButlDu20
14172,Jack Butler,6-1,1951,1959,24-32,104,102.0,6-1,200.0,26.4,FS,PIT,ButlJa00
14173,John Butler,6-1,1987,1987,22,3,0.0,6-1,200.0,26.4,DB,SFO,ButlJo20
14174,Quincy Butler,6-1,2006,2010,23-27,22,8.0,6-1,189.0,24.9,DB,DALSTL,ButlQu20
14175,Skip Butler,6-1,1971,1977,24-30,73,0.0,6-1,201.0,26.5,K,HOUNORNYG,ButlSk20
14176,Terry Butler,6-1,2005,2005,23,1,0.0,6-1,205.0,27.0,RB,NYJ,ButlTe20
14177,Marion Butts,6-1,1989,1995,23-29,104,74.0,6-1,248.0,32.7,RB,HOUNWESDG,ButtMa00
14178,Keith Byars,6-1,1986,1998,23-35,189,160.0,6-1,245.0,32.3,RB,MIANWENYJPHI,ByarKe00
14179,Ken Byers,6-1,1962,1965,22-25,56,9.0,6-1,240.0,31.7,G,MINNYG,ByerKe20
14180,Josh Bynes,6-1,2011,2022,22-33,138,82.0,6-1,240.0,31.7,ROLB,ARIBALCINDET,ByneJo00
14181,Reggie Bynum,6-1,1987,1987,23,1,1.0,6-1,185.0,24.4,WR,BUF,BynuRe20
14182,Darryl Byrd,6-1,1983,1987,23-27,35,3.0,6-1,220.0,29.0,LB,RAI,ByrdDa20
14183,Isaac Byrd,6-1,1997,2002,23-28,61,21.0,6-1,188.0,24.8,WR,CARTEN,ByrdIs00
14184,Jason Cabinda,6-1,2018,2023,22-27,56,11.0,6-1,235.0,31.0,FB,DETOAK,CabiJa00
14185,Brian Cabral,6-1,1979,1986,23-30,70,8.0,6-1,233.0,30.7,LB,ATLCHIGNB,CabrBr20
14186,Eddie Cade,6-1,1995,1995,22,10,0.0,6-1,206.0,27.2,DB,NWE,CadeEd20
14187,Mossy Cade,6-1,1985,1986,24-25,30,19.0,6-1,197.0,26.0,DB,GNB,CadeMo20
14188,Travaris Cadet,6-1,2012,2018,23-29,73,3.0,6-1,210.0,27.7,RB,BUFCARNORNWENYJSFO,CadeTr00
14189,Ivan Caesar,6-1,1991,1991,24,14,2.0,6-1,241.0,31.8,LB,MIN,CaesIv20
14190,Jeremy Cain,6-1,2004,2014,24-34,99,0.0,6-1,245.0,32.3,LB,CHIJAXTEN,CainJe20
14191,Jim Cain,6-1,1949,1955,22-28,60,46.0,6-1,202.0,26.6,RDE,CRDDET,CainJi20
14192,Joe Cain,6-1,1989,1997,24-32,131,74.0,6-1,242.0,31.9,LB,CHISEA,CainJo20
14193,Lynn Cain,6-1,1979,1985,24-30,89,46.0,6-1,205.0,27.0,RB,ATLRAM,CainLy00
14194,Andre Caldwell,6-1,2008,2015,23-30,105,18.0,6-1,207.0,27.3,WR,CINDEN,CaldAn00
14195,David Caldwell,6-1,1987,1987,22,3,3.0,6-1,261.0,34.4,NT,GNB,CaldDa21
14196,Knute Caldwell,6-1,1925,1926,29-30,12,12.0,6-1,210.0,27.7,LT,AKR,CaldKn20
14197,Tony Caldwell,6-1,1983,1987,22-26,36,1.0,6-1,225.0,29.7,LB,RAISEA,CaldTo20
14198,Jamie Caleb,6-1,1960,1965,24-29,27,0.0,6-1,210.0,27.7,HB,CLEMIN,CaleJa00
14199,Taveze Calhoun,6-1,2016,2016,24,1,0.0,6-1,188.0,24.8,DB,NOR,CalhTa01
14200,Jack Call,6-1,1957,1959,22-24,28,3.0,6-1,200.0,26.4,HB,BALPIT,CallJa20
14201,Joe Callahan,6-1,2017,2017,24,1,0.0,6-1,216.0,28.5,QB,GNB,CallJo00
14202,Jake Camarda,6-1,2022,2023,23-24,34,0.0,6-1,193.0,25.5,P,TAM,CamaJa00
14203,Bob Campiglio,6-1,1932,1933,24-25,17,6.0,6-1,183.0,24.1,TB,BOSSIS,CampBo20
14204,Dick Campbell,6-1,1958,1960,23-25,36,25.0,6-1,227.0,29.9,LB,PIT,CampDi20
14205,Gary Campbell,6-1,1977,1983,25-31,93,79.0,6-1,218.0,28.8,RLB,CHI,CampGa20
14206,Jesse Campbell,6-1,1992,1998,23-29,92,61.0,6-1,211.0,27.8,DB,NYGWAS,CampJe20
14207,Ken Campbell,6-1,1960,1960,,1,0.0,6-1,213.0,28.1,E,NYT,CampKe20
14208,Mark Campbell,6-1,1997,1997,25,5,0.0,6-1,290.0,38.3,DT,ARI,CampMa20
14209,Nick Campofreda,6-1,1944,1944,30,3,3.0,6-1,240.0,31.7,,WAS,CampNi20
14210,Parris Campbell,6-1,2019,2023,22-26,44,27.0,6-1,205.0,27.0,WR,INDNYG,CampPa00
14211,Tyson Campbell,6-1,2021,2023,21-23,43,42.0,6-1,195.0,25.7,RCB,JAX,CampTy01
14212,Maurice Canady,6-1,2016,2021,22-27,40,4.0,6-1,193.0,25.5,DB,BALDALNYJ,CanaMa00
14213,Phil Cancik,6-1,1980,1981,23-24,21,3.0,6-1,228.0,30.1,LB,KANNYG,CancPh20
14214,Billy Cannon,6-1,1960,1970,23-33,133,103.0,6-1,207.0,27.3,TE,HOUKANOAK,CannBi00
14215,John Cannella,6-1,1933,1934,25-26,11,1.0,6-1,199.0,26.3,,NYG,CannJo21
14216,Barry Cantrell,6-1,2000,2000,24,2,0.0,6-1,195.0,25.7,P,DAL,CantBa20
14217,Warren Capone,6-1,1975,1976,24-25,12,0.0,6-1,218.0,28.8,LB,DALNOR,CapoWa20
14218,Bill Capps,6-1,1929,1930,25-26,15,11.0,6-1,233.0,30.7,RT,FRNMIN,CappBi20
14219,Bob Cappadona,6-1,1966,1968,24-26,41,11.0,6-1,225.0,29.7,RB,BOSBUF,CappBo00
14220,John Cappelletti,6-1,1974,1983,22-31,105,63.0,6-1,215.0,28.4,RB,RAMSDG,CappJo00
14221,Harper Card,6-1,1921,1922,18-19,5,5.0,6-1,183.0,24.1,RT,LOU,CardHa20
14222,Wes Carlson,6-1,1926,1926,25,4,2.0,6-1,210.0,27.7,,GNB,CarlWe20
14223,Al Carmichael,6-1,1953,1961,25-33,84,50.0,6-1,200.0,26.4,RH,DENGNB,CarmAl00
14224,Chuck Carney,6-1,1922,1922,22,3,1.0,6-1,190.0,25.1,,COL,CarnCh20
14225,Dwaine Carpenter,6-1,2003,2006,27-30,42,8.0,6-1,203.0,26.8,DB,SFOSTL,CarpDw20
14226,Lew Carpenter,6-1,1953,1963,21-31,123,34.0,6-1,220.0,29.0,LH,CLEDETGNB,CarpLe00
14227,Rob Carpenter,6-1,1977,1986,22-31,118,65.0,6-1,224.0,29.6,FB,HOUNYGRAM,CarpRo01
14228,Ron Carpenter,6-1,1993,1999,23-29,45,4.0,6-1,189.0,24.9,DB,CINMINNYJSTL,CarpRo21
14229,Austin Carr,6-1,2017,2020,24-27,27,5.0,6-1,195.0,25.7,WR,NOR,CarrAu00
14230,Jimmy Carr,6-1,1955,1965,22-32,108,82.0,6-1,206.0,27.2,LDH,CRDPHIWAS,CarrJi20
14231,Joe Carroll,6-1,1972,1973,22-23,22,0.0,6-1,220.0,29.0,LB,OAK,CarrJo21
14232,Leonte Carroo,6-1,2016,2018,22-24,37,2.0,6-1,215.0,28.4,WR,MIA,CarrLe00
14233,Lydell Carr,6-1,1989,1989,24,5,0.0,6-1,226.0,29.8,RB,PHO,CarrLy20
14234,Mark Carrier,6-1,1990,2000,22-32,168,164.0,6-1,192.0,25.3,FS,CHIDETWAS,CarrMa01
14235,Nolan Carroll,6-1,2010,2017,23-30,103,56.0,6-1,202.0,26.6,RCB,DALMIAPHI,CarrNo00
14236,Paul Ott Carruth,6-1,1986,1989,25-28,45,22.0,6-1,220.0,29.0,RB,GNBKAN,CarrPa00
14237,Russ Carroccio,6-1,1954,1955,23-24,21,3.0,6-1,235.0,31.0,G,NYGPHI,CarrRu20
14238,Ryan Carrethers,6-1,2014,2016,23-25,24,3.0,6-1,337.0,44.5,DT,SDG,CarrRy00
14239,Kern Carson,6-1,1965,1965,24,13,0.0,6-1,200.0,26.4,HB,NYJSDG,CarsKe00
14240,Chris Carter,6-1,2011,2017,22-28,75,4.0,6-1,245.0,32.3,LB,BALCININDPITWAS,CartCh00
14241,Chris Carter,6-1,1997,2002,23-28,92,29.0,6-1,201.0,26.5,DB,CINHOUNWE,CartCh20
14242,Dale Carter,6-1,1992,2005,23-36,157,127.0,6-1,194.0,25.6,DB,BALDENKANMINNOR,CartDa00
14243,Gerald Carter,6-1,1980,1987,23-30,103,61.0,6-1,190.0,25.1,WR,NYJTAM,CartGe00
14244,Jamal Carter,6-1,2017,2021,23-27,29,0.0,6-1,215.0,28.4,DB,ATLDENTEN,CartJa02
14245,Jermaine Carter Jr.,6-1,2018,2022,23-27,72,31.0,6-1,225.0,29.7,LB,CARCLE,CartJe00
14246,Jimmie Carter,6-1,1987,1987,26,1,0.0,6-1,220.0,29.0,LB,STL,CartJi20
14247,Joe Carter,6-1,1933,1945,24-36,109,90.0,6-1,201.0,26.5,RE,BKNCRDGNBPHI,CartJo20
14248,Kerry Carter,6-1,2003,2004,23-24,32,0.0,6-1,238.0,31.4,RB,SEA,CartKe01
14249,Maurice Carthon,6-1,1985,1992,24-31,123,76.0,6-1,225.0,29.7,FB,INDNYG,CartMa00
14250,Marty Carter,6-1,1991,2001,22-32,161,151.0,6-1,209.0,27.6,SS,ATLCHIDETTAM,CartMa20
14251,Mike Carter,6-1,1970,1972,22-24,7,1.0,6-1,210.0,27.7,WR,GNBSDG,CartMi00
14252,Quinton Carter,6-1,2011,2014,23-26,30,10.0,6-1,211.0,27.8,FS,DEN,CartQu01
14253,Todd Carter,6-1,2010,2010,24,1,0.0,6-1,190.0,25.1,K,CAR,CartTo21
14254,Virgil Carter,6-1,1968,1976,23-31,52,30.0,6-1,192.0,25.3,QB,CHICINSDG,CartVi00
14255,Larry Carwell,6-1,1967,1972,23-28,74,57.0,6-1,188.0,24.8,DB,BOSHOUNWE,CarwLa20
14256,Chad Cascadden,6-1,1995,1999,23-27,60,12.0,6-1,235.0,31.0,LB,NYJ,CascCh20
14257,Jurrell Casey,6-1,2011,2020,22-31,142,140.0,6-1,305.0,40.2,RDE/NT,DENTEN,CaseJu00
14258,Scott Case,6-1,1984,1995,22-33,178,125.0,6-1,188.0,24.8,RCB,ATLDAL,CaseSc00
14259,Tim Casey,6-1,1969,1969,25,5,0.0,6-1,225.0,29.7,LB,CHIDEN,CaseTi20
14260,Antoine Cash,6-1,2005,2006,23-24,19,0.0,6-1,223.0,29.4,LB,ATLTAM,CashAn20
14261,Blake Cashman,6-1,2019,2023,23-27,44,21.0,6-1,237.0,31.3,LB,HOUNYJ,CashBl00
14262,Jonathan Casillas,6-1,2009,2017,22-30,102,48.0,6-1,225.0,29.7,RLB,NORNWENYGTAM,CasiJo99
14263,Tom Cassese,6-1,1967,1967,21,14,5.0,6-1,198.0,26.1,SS,DEN,CassTo20
14264,Tariq Castro-Fields,6-1,2022,2023,23-24,10,1.0,6-1,197.0,26.0,CB,WAS,CastTa00
14265,Toby Caston,6-1,1987,1993,22-28,90,4.0,6-1,235.0,31.0,LB,DETHOU,CastTo20
14266,Tom Catlin,6-1,1953,1959,22-28,51,27.0,6-1,213.0,28.1,LB,CLEPHI,CatlTo20
14267,Ronnie Caveness,6-1,1965,1968,22-25,46,6.0,6-1,225.0,29.7,LB,HOUKAN,CaveRo20
14268,Quintez Cephus,6-1,2020,2022,22-24,22,6.0,6-1,208.0,27.4,WR,DET,CephQu00
14269,Pat Chaffey,6-1,1991,1993,24-26,31,2.0,6-1,220.0,29.0,RB,ATLNYJ,ChafPa00
14270,Al Chamblee,6-1,1991,1992,23-24,22,3.0,6-1,240.0,31.7,LB,TAM,ChamAl20
14271,Byron Chamberlain,6-1,1995,2003,24-32,106,25.0,6-1,250.0,33.0,TE,DENMINWAS,ChamBy00
14272,Frank Chamberlin,6-1,2000,2005,22-27,57,3.0,6-1,235.0,31.0,LB,CINHOUTEN,ChamFr20
14273,Rusty Chambers,6-1,1975,1980,22-27,88,46.0,6-1,218.0,28.8,RILB,MIANOR,ChamRu20
14274,Jamar Chaney,6-1,2010,2014,24-28,54,23.0,6-1,242.0,31.9,LB,ATLOAKPHI,ChanJa98
14275,Jack Chapple,6-1,1965,1965,22,14,6.0,6-1,225.0,29.7,RLB,SFO,ChapJa20
14276,Josh Chapman,6-1,2013,2014,24-25,29,15.0,6-1,316.0,41.7,NT,IND,ChapJo00
14277,Zach Charbonnet,6-1,2023,2023,22,16,2.0,6-1,214.0,28.2,RB,SEA,CharZa00
14278,Corey Chavous,6-1,1998,2008,22-32,171,131.0,6-1,204.0,26.9,SS,ARIMINSTL,ChavCo00
14279,B.W. Cheeks,6-1,1965,1965,24,2,0.0,6-1,229.0,30.2,HB,HOU,CheeB.20
14280,Chuck Cherundolo,6-1,1937,1948,21-32,106,81.0,6-1,215.0,28.4,C,PHIPITRAM,CherCh20
14281,Je'Rod Cherry,6-1,1996,2004,23-31,127,0.0,6-1,210.0,27.7,DB,NORNWEPHI,CherJe20
14282,George Cheverko,6-1,1947,1948,27-28,19,7.0,6-1,197.0,26.0,,NYGWAS,ChevGe20
14283,Jim Cheyunski,6-1,1968,1976,23-31,121,104.0,6-1,225.0,29.7,MLB,BALBOSBUFNWE,CheyJi20
14284,John Chickerneo,6-1,1942,1942,25,4,4.0,6-1,205.0,27.0,,NYG,ChicJo20
14285,O.J. Childress,6-1,1999,1999,23,4,0.0,6-1,244.0,32.2,LB,NYG,ChilO.20
14286,Andy Chisick,6-1,1940,1941,24-25,22,6.0,6-1,207.0,27.3,,CRD,ChisAn20
14287,Bob Choate,6-1,1924,1924,29,1,0.0,6-1,225.0,29.7,,KAN,ChoaBo20
14288,Brad Christenson,6-1,2002,2002,25,0,0.0,6-1,256.0,33.8,TE,OAK,ChriBr20
14289,Cole Christiansen,6-1,2020,2023,23-26,13,0.0,6-1,230.0,30.3,LB,KANLAC,ChriCo00
14290,Frank Christensen,6-1,1934,1937,24-27,42,32.0,6-1,199.0,26.3,FB,DET,ChriFr20
14291,Jack Christiansen,6-1,1951,1958,23-30,89,88.0,6-1,205.0,27.0,FS,DET,ChriJa00
14292,Patrick Chukwurah,6-1,2001,2007,22-28,78,5.0,6-1,250.0,33.0,LB,DENMINTAM,ChukPa20
14293,Don Churchwell,6-1,1959,1960,23-24,11,3.0,6-1,253.0,33.4,DT,OAKWAS,ChurDo20
14294,Ricky Churchman,6-1,1980,1981,22-23,19,15.0,6-1,195.0,25.7,DB,SFO,ChurRi20
14295,Ralph Cindrich,6-1,1972,1975,23-26,36,7.0,6-1,228.0,30.1,LB,DENHOUNWE,CindRa20
14296,Frank Clair,6-1,1941,1941,24,10,1.0,6-1,204.0,26.9,,WAS,ClaiFr20
14297,Kendrick Clancy,6-1,2000,2009,22-31,109,46.0,6-1,305.0,40.2,LDT,ARINORNYGPIT,ClanKe20
14298,Bill Clark,6-1,1920,1920,,3,2.0,6-1,190.0,25.1,,CRD,ClarBi20
14299,Derrick Clark,6-1,1994,1994,23,16,4.0,6-1,235.0,31.0,RB,DEN,ClarDe01
14300,Ernie Clark,6-1,1963,1968,26-31,82,51.0,6-1,220.0,29.0,LLB,DETSTL,ClarEr20
14301,Frank Clarke,6-1,1957,1967,23-33,140,73.0,6-1,215.0,28.4,FL,CLEDAL,ClarFr00
14302,Jim Clark,6-1,1952,1953,23-24,24,9.0,6-1,230.0,30.3,RT,WAS,ClarJi20
14303,Kenny Clark,6-1,2003,2003,25,1,0.0,6-1,217.0,28.6,WR,MIN,ClarKe22
14304,Mike Clark,6-1,1963,1973,23-33,128,0.0,6-1,205.0,27.0,K,DALPHIPIT,ClarMi20
14305,Torin Clark,6-1,1987,1987,24,2,0.0,6-1,175.0,23.1,DB,TAM,ClarTo20
14306,Billy Clay,6-1,1966,1966,22,6,1.0,6-1,195.0,25.7,DB,WAS,ClayBi20
14307,Boyd Clay,6-1,1940,1944,25-29,34,5.0,6-1,220.0,29.0,RT,RAM,ClayBo20
14308,John Clay,6-1,2011,2011,23,2,0.0,6-1,248.0,32.7,RB,PIT,ClayJo00
14309,Paul Cleary,6-1,1948,1949,26-27,23,0.0,6-1,196.0,25.9,,CHHNYY,CleaPa20
14310,Bob Clemens,6-1,1962,1962,23,9,0.0,6-1,208.0,27.4,FB,BAL,ClemBo00
14311,Cal Clemens,6-1,1936,1936,25,9,3.0,6-1,195.0,25.7,,GNB,ClemCa20
14312,Chris Clemons,6-1,2009,2015,24-30,80,48.0,6-1,210.0,27.7,SS,ARIMIA,ClemCh97
14313,Ha Ha Clinton-Dix,6-1,2014,2021,22-29,98,90.0,6-1,211.0,27.8,FS,CHIGNBLVRWAS,ClinHa00
14314,David Clowney,6-1,2008,2010,23-25,28,3.0,6-1,190.0,25.1,WR,CARNYJ,ClowDa00
14315,John Clowes,6-1,1948,1951,27-30,49,31.0,6-1,240.0,31.7,MG,BDACHHNYY,ClowJo20
14316,Rich Coady,6-1,1999,2004,23-28,83,16.0,6-1,210.0,27.7,DB,STLTEN,CoadRi21
14317,Ray Coates,6-1,1948,1949,24-25,21,2.0,6-1,195.0,25.7,,NYG,CoatRa20
14318,Sammie Coates,6-1,2015,2018,22-25,44,6.0,6-1,210.0,27.7,WR,CLEHOUPIT,CoatSa00
14319,Reggie Cobb,6-1,1990,1996,22-28,92,60.0,6-1,212.0,28.0,RB,GNBJAXNYJTAM,CobbRe00
14320,Sherman Cocroft,6-1,1985,1989,24-28,67,3.0,6-1,195.0,25.7,DB,BUFKANTAM,CocrSh20
14321,Michael Coe,6-1,2007,2012,24-29,38,1.0,6-1,190.0,25.1,DB,DALINDJAXMIANYG,CoexMi99
14322,Mike Cofer,6-1,1987,1995,23-31,102,0.0,6-1,195.0,25.7,K,INDNORSFO,cofermik01
14323,Glen Coffee,6-1,2009,2009,22,14,2.0,6-1,200.0,26.4,RB,SFO,CoffGl00
14324,Keary Colbert,6-1,2004,2011,22-29,75,49.0,6-1,205.0,27.0,WR,CARDENDETKANSEA,ColbKe00
14325,Al Coleman,6-1,1967,1973,23-29,57,19.0,6-1,183.0,24.1,SS,CINMINPHI,ColeAl20
14326,Keelan Cole,6-1,2017,2022,24-29,93,37.0,6-1,194.0,25.6,WR,JAXLVRNYJ,ColeKe00
14327,Keo Coleman,6-1,1992,1993,22-23,18,2.0,6-1,255.0,33.6,LB,GNBNYJ,ColeKe21
14328,Kevis Coley,6-1,2008,2008,26,3,0.0,6-1,228.0,30.1,LB,HOU,ColeKe22
14329,Lincoln Coleman,6-1,1993,1994,24-25,18,0.0,6-1,249.0,32.8,FB,DAL,ColeLi00
14330,Tevin Coleman,6-1,2015,2022,22-29,94,37.0,6-1,210.0,27.7,RB,ATLNYJSFO,ColeTe01
14331,Trevon Coley,6-1,2017,2020,23-26,44,31.0,6-1,310.0,40.9,RDT,ARICLEIND,ColeTr01
14332,Jake Colhouer,6-1,1946,1949,24-27,40,5.0,6-1,225.0,29.7,,CRDNYG,ColhJa20
14333,Andre Collins,6-1,1990,1999,22-31,144,82.0,6-1,237.0,31.3,LLB,CHICINDETWAS,CollAn20
14334,Austin Collie,6-1,2009,2013,24-28,49,17.0,6-1,200.0,26.4,WR,INDNWE,CollAu00
14335,Brett Collins,6-1,1992,1994,24-26,27,0.0,6-1,226.0,29.8,LB,GNBRAM,CollBr21
14336,Clarence Collins,6-1,1987,1987,25,1,0.0,6-1,180.0,23.7,WR,STL,CollCl20
14337,Dwight Collins,6-1,1984,1984,23,16,1.0,6-1,208.0,27.4,WR,MIN,CollDw00
14338,Floyd Collier,6-1,1948,1948,24,12,0.0,6-1,215.0,28.4,,SFO,CollFl20
14339,Jalen Collins,6-1,2015,2016,22-23,24,8.0,6-1,203.0,26.8,RCB,ATL,CollJa02
14340,Jed Collins,6-1,2011,2014,25-28,63,28.0,6-1,255.0,33.6,RB,DETNOR,CollJe01
14341,Sonny Collins,6-1,1976,1976,23,11,5.0,6-1,196.0,25.9,RB,ATL,CollSo00
14342,Trent Collins,6-1,1987,1987,26,3,3.0,6-1,187.0,24.7,DB,NYJ,CollTr20
14343,Craig Colquitt,6-1,1978,1987,24-33,97,0.0,6-1,182.0,24.0,P,INDPIT,ColqCr20
14344,Darren Comeaux,6-1,1982,1991,22-31,118,39.0,6-1,227.0,29.9,MLB,DENSEASFO,ComeDa20
14345,Greg Comella,6-1,1998,2004,23-29,88,35.0,6-1,248.0,32.7,FB,HOUNYGTAMTEN,ComeGr00
14346,Ogden Compton,6-1,1955,1955,23,9,1.0,6-1,180.0,23.7,QB,CRD,CompOg20
14347,William Compton,6-1,2013,2021,24-32,92,40.0,6-1,235.0,31.0,LILB,LVROAKTENWAS,CompWi00
14348,Brannon Condren,6-1,2007,2008,24-25,12,0.0,6-1,203.0,26.8,DB,INDMIA,CondBr99
14349,Charlie Conerly,6-1,1948,1961,27-40,161,105.0,6-1,185.0,24.4,QB,NYG,ConeCh00
14350,Larry Conjar,6-1,1967,1970,22-25,35,3.0,6-1,214.0,28.2,RB,BALCLEPHI,ConjLa00
14351,Bill Conkright,6-1,1937,1944,23-30,62,30.0,6-1,203.0,26.8,,BKNCHIRAMWAS,ConkBi20
14352,Bill Connor,6-1,1929,1930,30-31,8,3.0,6-1,240.0,31.7,,BOSTOR,ConnBi21
14353,James Conner,6-1,2017,2023,22-28,91,65.0,6-1,233.0,30.7,RB,ARIPIT,ConnJa00
14354,Kavell Conner,6-1,2010,2015,23-28,78,46.0,6-1,225.0,29.7,LILB,INDSDG,ConnKa99
14355,Mike Connell,6-1,1978,1981,22-25,48,0.0,6-1,200.0,26.4,P,SFOWAS,ConnMi20
14356,Marty Conrad,6-1,1922,1925,27-30,22,20.0,6-1,240.0,31.7,C,AKRKENTOL,ConrMa20
14357,Curtis Conway,6-1,1993,2004,22-33,167,144.0,6-1,196.0,25.9,WR,CHINYJSDGSFO,ConwCu00
14358,Alex Cook,6-1,2023,2023,24,10,2.0,6-1,196.0,25.9,S,CAR,CookAl00
14359,Bryan Cook,6-1,2022,2023,23-24,28,13.0,6-1,206.0,27.2,S,KAN,CookBr02
14360,Amari Cooper,6-1,2015,2023,21-29,140,133.0,6-1,211.0,27.8,WR,CLEDALOAK,CoopAm00
14361,Bert Cooper,6-1,1976,1976,24,12,3.0,6-1,242.0,31.9,LB,TAM,CoopBe20
14362,Bud Cooper,6-1,1937,1937,24,5,2.0,6-1,204.0,26.9,,RAM,CoopBu20
14363,Ken Cooper,6-1,1949,1950,26-27,24,12.0,6-1,205.0,27.0,RG,BCL,CoopKe20
14364,Stephen Cooper,6-1,2003,2011,24-32,125,63.0,6-1,235.0,31.0,LB,SDG,CoopSt20
14365,Jim Cope,6-1,1976,1976,23,6,0.0,6-1,235.0,31.0,LB,ATL,CopeJi20
14366,Al Coppage,6-1,1940,1947,24-31,58,25.0,6-1,195.0,25.7,RE,BUFCLECRD,CoppAl20
14367,Jorge Cordova,6-1,2006,2007,25-26,17,0.0,6-1,241.0,31.8,LB,JAXTEN,CordJo20
14368,Lou Cordileone,6-1,1960,1968,23-31,75,24.0,6-1,250.0,33.0,DT,NORNYGPITRAMSFO,CordLo20
14369,Martin Cornelson,6-1,1987,1987,26,3,0.0,6-1,230.0,30.3,C,NYJ,CornMa20
14370,Rico Corsetti,6-1,1987,1987,24,2,0.0,6-1,225.0,29.7,LB,NWE,CorsRi20
14371,Anthony Corvino,6-1,1987,1987,22,2,0.0,6-1,262.0,34.6,G,NYJ,CorvAn20
14372,Blake Costanzo,6-1,2007,2013,23-29,91,1.0,6-1,235.0,31.0,LB,BUFCHICLESFO,CostBl20
14373,Chad Cota,6-1,1995,2002,24-31,125,82.0,6-1,198.0,26.1,SS,CARINDNORSTL,CotaCh20
14374,Jerricho Cotchery,6-1,2004,2015,22-33,175,89.0,6-1,205.0,27.0,WR,CARNYJPIT,CotcJe00
